Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Einsatzbereich (product.metafields.custom.einsatzbereich),Farbe (product.metafields.custom.farbe),Form (product.metafields.custom.form),Gewicht (product.metafields.custom.gewichtg),Größe (product.metafields.custom.grose),Handgemacht (product.metafields.custom.handgemacht),Lochzahl (product.metafields.custom.lochzahl),Flocken (product.metafields.custom.metallflocken),SetInhalt (product.metafields.custom.setinhalt1),Stückzahl (product.metafields.custom.stuckzahl),Stil & Effekt (product.metafields.custom.styl),Volumen (product.metafields.custom.volumenml),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Anzahl an Produktbewertungen (product.metafields.reviews.rating_count),Zubehörgröße (product.metafields.shopify.accessory-size),Altersgruppe (product.metafields.shopify.age-group),Kunst-/Bastelwerkzeugmaterial (product.metafields.shopify.art-crafting-tool-material),Barzubehör-Material (product.metafields.shopify.barware-material),Perlenform (product.metafields.shopify.bead-shape),Borstenmaterial (product.metafields.shopify.bristle-material),Oberflächenbehandlung der Leiwand (product.metafields.shopify.canvas-finish),Textur der Leinwand (product.metafields.shopify.canvas-texture),Farbe (product.metafields.shopify.color-pattern),Kochgeschirr-/Backgeschirrmaterial (product.metafields.shopify.cookware-bakeware-material),Art des Bastelprojekts (product.metafields.shopify.craft-project-type),Typ des kreativen Kunstprojekts (product.metafields.shopify.creative-art-project-type),Dekorationsmaterial (product.metafields.shopify.decoration-material),Schwierigkeitsgrad (product.metafields.shopify.difficulty-level),Spendertyp (product.metafields.shopify.dispenser-type),Inbegriffene Zeichen-/Mal-Setartikel (product.metafields.shopify.drawing-painting-kit-items-included),Verzierungs-/Besatzmaterial (product.metafields.shopify.embellishment-trim-material),Stoff (product.metafields.shopify.fabric),Finish (product.metafields.shopify.finish),Form des Schaums (product.metafields.shopify.foam-form),Genre (product.metafields.shopify.genre),Hakengröße (product.metafields.shopify.hook-size),Vorgesehene Anwendung (product.metafields.shopify.intended-application),Stil des Artikels (product.metafields.shopify.item-style),Art des Schmucksets (product.metafields.shopify.jewelry-set-type),Minengrad (product.metafields.shopify.lead-grade),Schnittholz-/Holzart (product.metafields.shopify.lumber-wood-type),Design der Markerspitze (product.metafields.shopify.marker-tip-design),Material (product.metafields.shopify.material),Pinseldesign (product.metafields.shopify.paint-brush-design),Form der Farbe (product.metafields.shopify.paint-form),Farbtyp (product.metafields.shopify.paint-type),Oberflächenbehandlung des Papiers (product.metafields.shopify.paper-finish),Format des Papiers (product.metafields.shopify.paper-format),Papierformat (product.metafields.shopify.paper-size),Textur des Papiers (product.metafields.shopify.paper-texture),Papiertyp (product.metafields.shopify.paper-type),Personalisierungsdesign (product.metafields.shopify.personalization-design),Puzzle-Typ (product.metafields.shopify.puzzle-type),Empfohlene Altersgruppe (product.metafields.shopify.recommended-age-group),Form (product.metafields.shopify.shape),Eignung für Bastelmaterial (product.metafields.shopify.suitable-for-crafting-material),Geeignet für diesen Materialtyp (product.metafields.shopify.suitable-for-material-type),Geeignete Umgebung (product.metafields.shopify.suitable-space),Zielgruppe (product.metafields.shopify.target-audience),Thema (product.metafields.shopify.theme),Dickentyp (product.metafields.shopify.thickness-type),Spielzeug/Spielmaterial (product.metafields.shopify.toy-game-material),Vasenform (product.metafields.shopify.vase-shape),Ergänzende Produkte (product.metafields.shopify--discovery--product_recommendation.complementary_products),Ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products),Einstellungen für ähnliche Produkte (product.metafields.shopify--discovery--product_recommendation.related_products_display),Produktboosts suchen (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
farbset-fur-rosteffekt-4896,Pentart Farbset für Patinaeffekt,"<p><span><span><span>Farbset von Pentart zum Erstellen von Dekor mit Patinaeffekt</span></span></span></p>
<ul>
<li><span><span><span>Inhalt des Sets: 4x20ml Acrylfarbe matt und 1x20ml Acrylfarbe metallic </span></span></span></li>
<li><span><span><span>Ohne giftige Chemikalien </span></span></span></li>
<li><span><span><span>Einfache Anwendung</span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Mit dem Pentart Farbset für den Patinaeffekt können Sie eine Oberfläche erzeugen, die an alte Kupfergegenstände erinnert. Dieser Effekt gelingt, ohne dabei mit Chemikalien in Verbindung zu kommen. Daher ist dieses Set auch für Kinder geeignet.</span></span></span></p>
<p><span><span><span>Anwendung: Tragen Sie zuerst Metallic Farbe ""antik Kupfer"" auf und lassen Sie diese vollständig trocknen. Nun werden die anderen Farben abwechselnd aufgetragen, bis der gewünschte Effekt erzielt ist. Experimentieren Sie beim Auftragen mit verschiedenen Pinseln und Schwämmen oder verwischen Sie die Farbe auch mit einem Tuch. Nehmen Sie all Ihren Mut zusammen und experimentieren Sie mit diesem tollen Farbenset. Die Farben können auch auf einer Palette vermischt werden.</span></span></span></p>
<p><span><span><span>Suchwörter: vintage farbe, patina paint, antik farbe</span></span></span></p>
<p><span><span><span>In diesem Video sehen Sie eine detaillierte Schritt für Schritt Anleitung.</span></span></span></p>
<p><iframe height=""315"" src=""https://www.youtube.com/embed/jvOgQXmR1qA"" width=""560""></iframe></p>
<p> </p>
<p><span><span><span><strong>Falls Sie ein größeres Projekt planen, finden Sie hier die passenden Farben:</strong></span></span></span></p>
<p>    </p>
<!-- /TABS -->",Pentart,Uncategorized,Sonstiges,"antikfarbe, bestseller, bundle, Low Stock, pentart, set, vintage",TRUE,Title,Default Title,,,,,,,,29763,0,shopify,7,deny,manual,9.49,,TRUE,TRUE,5997412798258,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-farbset-fur-patinaeffekt-bastelschachtel-25617.jpg?v=1753716289,1,Pentart Farbset für Patinaeffekt - Bastelschachtel,FALSE,,,,,,,,,,,,,,,,,,,,,,,,Metallic,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
farbset-fur-rosteffekt-4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-farbset-fur-patinaeffekt-bastelschachtel-21067.jpg?v=1753716289,2,Pentart Farbset für Patinaeffekt - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farbset-fur-rosteffekt-4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-farbset-fur-patinaeffekt-bastelschachtel-50655.jpg?v=1753716289,3,Pentart Farbset für Patinaeffekt - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farbset-fur-rosteffekt-4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-farbset-fur-patinaeffekt-bastelschachtel-19617.jpg?v=1753716289,4,Pentart Farbset für Patinaeffekt - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farbset-fur-rosteffekt-4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-farbset-fur-patinaeffekt-bastelschachtel-33531.jpg?v=1753716289,5,Pentart Farbset für Patinaeffekt - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farbset-fur-rosteffekt-4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-farbset-fur-patinaeffekt-bastelschachtel-55711.jpg?v=1753716289,6,Pentart Farbset für Patinaeffekt - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farbset-fur-rosteffekt-4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-farbset-fur-patinaeffekt-bastelschachtel-35588.jpg?v=1753716289,7,Pentart Farbset für Patinaeffekt - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-baroque-frames-5007,Chipboard - Ornaments,"<p><span>Zierliche Figuren aus Presspapier</span>
</p>
<ul>
<li><span><span><span><span>9 Stück pro Packung, Größe: 10-13cm</span></span></span></span></li>
<li><span><span><span>Ideal zum Dekorieren oder für Scrapbook - Arbeiten </span></span></span></li>
<li><span><span><span>Einfach zu bemalen. Nässe vermeiden!</span></span></span></li>
</ul>
<!-- TABS --> <h5>PRODUKTBESCHREIBUNG</h5><p><span><span><span><span>Die Chipboards sind unsere zierlichen aber stabilen Figuren aus gepresstem Papier. Mit Holzfarben, Filzstiften und allen Acrylfarben aus unserem Sortiment können Sie diesen dünnen Formen ein besonderes Aussehen verleihen, aber naturbelassen sind sie auch sehr schön. Nutzen Sie Ihre Kreativität, denn mit den Chipboards können Sie Karten, Bilder, Leinwände und andere Gegenstände dekorieren, aber auch für Scrapbook-Arbeiten sind diese eleganten Formen unerlässlich. Wir lieben diese kleinen Details und können Sie Ihnen wärmstens für verschiedenste Bastelarbeiten empfehlen. Schlagen Sie zu und genießen Sie die neue Dekovielfalt.</span></span></span></span>
</p>
<p>

</p> <!-- /TABS -->",Bastelschachtel,,Chipboard/Die Cuts,"Basteln mit Kinder ab 13 Jahren, Chipboard, Cuts, Farbsets für Rost- und Patinaeffekt, Holz Ornamente, Naturholzprodukte",FALSE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,4.74,,TRUE,TRUE,48483485,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-ornaments-bastelschachtel-39911.jpg?v=1753716682,1,Chipboard - Ornaments - Bastelschachtel,FALSE,,"chipboard, scrapbook, holzfiguren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
chipboard-baroque-frames-5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-ornaments-bastelschachtel-31727.jpg?v=1753716682,2,Chipboard - Ornaments - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-baroque-frames-5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-ornaments-bastelschachtel-76057.jpg?v=1753716682,3,Chipboard - Ornaments - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-baroque-frames-5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-ornaments-bastelschachtel-47658.jpg?v=1753716682,4,Chipboard - Ornaments - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-bicycle-5009,Chipboard - Cherry blossom,"<p>Zierliche Figuren aus Presspapier</p>
<ul>
<li>6 Stück pro Packung, Größe: 6,5-13,5cm</li>
<li>Ideal zum Dekorieren oder für Scrapbook - Arbeiten </li>
<li>Einfach zu bemalen. Nässe vermeiden!</li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p>Die Chipboards sind unsere zierlichen aber stabilen Figuren aus gepresstem Papier. Mit Holzfarben, Filzstiften und allen Acrylfarben aus unserem Sortiment können Sie diesen dünnen Formen ein besonderes Aussehen verleihen, aber naturbelassen sind sie auch sehr schön. Nutzen Sie Ihre Kreativität, denn mit den Chipboards können Sie Karten, Bilder, Leinwände und andere Gegenstände dekorieren, aber auch für Scrapbook-Arbeiten sind diese eleganten Formen unerlässlich. Wir lieben diese kleinen Details und können Sie Ihnen wärmstens für verschiedenste Bastelarbeiten empfehlen. Schlagen Sie zu und genießen Sie die neue Dekovielfalt.</p>
<p><br></p>
<!-- /TABS -->",Bastelschachtel,,Chipboard/Die Cuts,"Basteln mit Kinder ab 13 Jahren, Chipboard, Cuts, Farbsets für Rost- und Patinaeffekt, Frühlingsdeko, Holz Ornamente, Naturholzprodukte",TRUE,Title,Default Title,,,,,,,,,0,shopify,1,deny,manual,3.64,4.74,TRUE,TRUE,49597597,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-cherry-blossom-bastelschachtel-10886.jpg?v=1753716698,1,Chipboard - Cherry blossom - Bastelschachtel,FALSE,,"chipboard, scrapbook, holzfiguren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
chipboard-bicycle-5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-cherry-blossom-bastelschachtel-32083.jpg?v=1753716698,2,Chipboard - Cherry blossom - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-bicycle-5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-cherry-blossom-bastelschachtel-46664.jpg?v=1753716699,3,Chipboard - Cherry blossom - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-bicycle-5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-cherry-blossom-bastelschachtel-79540.jpg?v=1753716699,4,Chipboard - Cherry blossom - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-bicycle-5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-cherry-blossom-bastelschachtel-96915.jpg?v=1753716699,5,Chipboard - Cherry blossom - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-bicycle-5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-cherry-blossom-bastelschachtel-98852.jpg?v=1753716699,6,Chipboard - Cherry blossom - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-baby-unicorn-5011,Chipboard - Gothic ornaments,"<p>Zierliche Figuren aus Presspapier</p>
<ul>
<li>8 Stück pro Packung, Größe: 2-6cm</li>
<li>Ideal zum Dekorieren oder für Scrapbook - Arbeiten </li>
<li>Einfach zu bemalen. Nässe vermeiden!</li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p>Die Chipboards sind unsere zierlichen aber stabilen Figuren aus gepresstem Papier. Mit Holzfarben, Filzstiften und allen Acrylfarben aus unserem Sortiment können Sie diesen dünnen Formen ein besonderes Aussehen verleihen, aber naturbelassen sind sie auch sehr schön. Nutzen Sie Ihre Kreativität, denn mit den Chipboards können Sie Karten, Bilder, Leinwände und andere Gegenstände dekorieren, aber auch für Scrapbook-Arbeiten sind diese eleganten Formen unerlässlich. Wir lieben diese kleinen Details und können Sie Ihnen wärmstens für verschiedenste Bastelarbeiten empfehlen. Schlagen Sie zu und genießen Sie die neue Dekovielfalt.</p>
<p><br></p>
<!-- /TABS -->",Bastelschachtel,,Chipboard/Die Cuts,Chipboard,TRUE,Title,Default Title,,,,,,,,,0,shopify,4,deny,manual,4.98,,TRUE,TRUE,50482333,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-gothic-ornaments-bastelschachtel-39475.jpg?v=1753716712,1,Chipboard - Gothic ornaments - Bastelschachtel,FALSE,,"chipboard, scrapbook, holzfiguren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
chipboard-baby-unicorn-5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-gothic-ornaments-bastelschachtel-84016.jpg?v=1753716712,2,Chipboard - Gothic ornaments - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-baby-unicorn-5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-gothic-ornaments-bastelschachtel-61956.jpg?v=1753716712,3,Chipboard - Gothic ornaments - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-baby-unicorn-5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-gothic-ornaments-bastelschachtel-37985.jpg?v=1753716712,4,Chipboard - Gothic ornaments - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-steampunk-5021,Chipboard - Unicorns,"<p>Zierliche Figuren aus Presspapier</p>
<ul>
<li>6 Stück pro Packung, Größe: 4-7,5cm</li>
<li>Ideal zum Dekorieren oder für Scrapbook - Arbeiten </li>
<li>Einfach zu bemalen. Nässe vermeiden!</li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p>Die Chipboards sind unsere zierlichen aber stabilen Figuren aus gepresstem Papier. Mit Holzfarben, Filzstiften und allen Acrylfarben aus unserem Sortiment können Sie diesen dünnen Formen ein besonderes Aussehen verleihen, aber naturbelassen sind sie auch sehr schön. Nutzen Sie Ihre Kreativität, denn mit den Chipboards können Sie Karten, Bilder, Leinwände und andere Gegenstände dekorieren, aber auch für Scrapbook-Arbeiten sind diese eleganten Formen unerlässlich. Wir lieben diese kleinen Details und können Sie Ihnen wärmstens für verschiedenste Bastelarbeiten empfehlen. Schlagen Sie zu und genießen Sie die neue Dekovielfalt.</p>
<!-- /TABS -->",Bastelschachtel,,Chipboard/Die Cuts,"Basteln mit Kinder ab 13 Jahren, Chipboard, Cuts, Farbsets für Rost- und Patinaeffekt, Holz Ornamente, Naturholzprodukte",TRUE,Title,Default Title,,,,,,,,,0,shopify,3,deny,manual,3.64,5.22,TRUE,TRUE,58707101,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-unicorns-bastelschachtel-86951.jpg?v=1753716723,1,Chipboard - Unicorns - Bastelschachtel,FALSE,,"chipboard, scrapbook, holzfiguren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
chipboard-steampunk-5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-unicorns-bastelschachtel-98361.jpg?v=1753716723,2,Chipboard - Unicorns - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-steampunk-5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-unicorns-bastelschachtel-56925.jpg?v=1753716723,3,Chipboard - Unicorns - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-steampunk-5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-unicorns-bastelschachtel-63550.jpg?v=1753716723,4,Chipboard - Unicorns - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipboard-steampunk-5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/chipboard-unicorns-bastelschachtel-85280.jpg?v=1753716728,5,Chipboard - Unicorns - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spitzige-pinsel-set-6teilig-5287,Flache Pinsel Set 6teilig,"<p><span><span><span></span></span></span>
</p>
<p><span><span><span>Softe Pinsel für Acryl- und Wasserfarben.</span></span></span>
</p>
<ul>
<li><span><span><span>Größen: 2, 4, 6, 8, 10, 12, flach</span></span></span></li>
<li><span><span><span>Qualitative Synthetik Pinsel, auch für Künstler geeignet</span></span></span></li>
<li><span><span><span>Leicht zu reinigen</span></span></span></li>
</ul>
<!-- TABS --> <h5>PRODUKTBESCHREIBUNG</h5><span><span><span><span><span>Das 6-teilige Pinselset ist für alle wasserlöslichen Farben geeignet und kann mit Wasser gereinigt werden. Durch die flache Form können sowohl feine Linien als auch breitere Striche gemacht werden. Die höchst strapazierfähigen Pinsel nehmen die Farben sehr gut und dosiert auf, wodurch tropfen vermieden wird. Diese Serie ist für sämtliche Mal- und Basteltechniken geeignet. Für weitere Tipps und Bastelideen schauen Sie in unserem </span></span><span><a href=""https://www.bastelschachtel.at/blog-2""><span>Blog</span></a></span><span><span> vorbei. </span></span></span></span></span> <!-- /TABS -->",Bastelschachtel,,Sonstiges,"acrylfarben, Annikas Schmetterlingsbild, bastelbedarf, bastelfarben, Basteln mit Kinder ab 7 Jahren, Betonfiguren von Eva, Bild gestalten mit Mixed Media Tinte, Bild mit Moos-Effekt Paste, Christbaumschmuck mit Rosteffekt, Dekorieren mit Lasurfarben, farben, Farbsets für Rost- und Patinaeffekt, Herbstschale, Hibiskusblüten von Lisa Z., lasur, malen, pinsel, schnelle Frühlingsschilder, set, T-Shirt mit Flamingo, wasserverdünnbar, Weihnachtsbox mit Spitzenmuster, Zubehör und Werkzeug",TRUE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,5.94,,TRUE,TRUE,54815645,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/flache-pinsel-set-6teilig-bastelschachtel-55684.jpg?v=1753717451,1,Flache Pinsel Set 6teilig - Bastelschachtel,FALSE,,"6 Pinsel mit rundem Kopf, zum Malen und Zeichnen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
spitzige-pinsel-set-6teilig-5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0422/5397/5709/products/flache-pinsel-set-6teilig-bastelschachtel-53479.jpg?v=1753717451,2,Flache Pinsel Set 6teilig - Bastelschachtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
